1.57	-0.55	-0.03	0.04	2
1.35	-1.16	0.08	-0.01	2
1.25	-0.52	1.08	0.27	2
1.55	-0.82	0.43	-0.25	2
1.42	-0.7	0.97	-0.03	2
1.45	-1	-0.68	0.01	2
2.03	-0.63	-0.2	-0.22	2
1.13	-0.7	0.43	-0.23	2
0.55	-0.82	0.8	-0.7	2
1.56	-1.12	0.87	-0.74	2
1.83	-0.39	0.44	-0.02	2
0.38	-0.93	0.86	-0.74	2
1.7	-1.06	0.44	-0.62	2
0.99	-0.62	0.74	-0.22	2
1.37	-0.54	0.01	-0.29	2
1.08	-0.59	0.38	-0.25	2
0.59	-1.08	-0.1	-0.25	2
0.26	-0.33	-0.1	-0.51	2
0.41	-0.79	0.45	-0.2	2
1.11	-2.68	1.01	-0.46	2
1.2	-0.4	-0.5	-0.7	2
1.45	-0.52	-0.2	-0.39	2
3.73	-1.28	0.35	-0.81	2
1.15	-0.67	-0.16	-0.17	2
1.98	-1.5	-0.28	-0.58	2
1.11	-1.02	0.82	-0.12	2
1.91	-0.33	1.07	-0.05	2
1.59	-0.61	0.27	0.29	2
2.07	-0.97	1.03	0.48	2
0.28	-0.17	2.02	-0.1	2
0.57	-0.8	0.02	-0.19	2
0.4	-0.59	0.85	-0.37	2
-0.03	0.49	-0.26	-0.04	2
0.21	-2.48	1.11	-0.3	2
-0.21	-0.73	0.71	0.6	2
0.55	-0.69	0.22	0.07	2
-0.79	0.09	0.7	0.03	2
0.21	0.62	0.05	-0.07	2
0.59	-1.09	0.65	0.51	2
-0.48	-0.46	0.94	0.02	2
1.33	-1.05	-0.19	-0.42	2
0.96	-0.54	0.72	-0.39	2
0.22	-0.27	0.75	-0.27	2
0.72	0.42	-0.06	-0.33	2
2.98	-0.58	1.17	0.02	2
1.55	-0.53	1	-0.77	2
1.51	-0.2	0.46	-0.62	2
