6216	12900	4379	673	459	923	3553	5264	1597	1765	748	10	2719	10	59	54	127	10	43	342	557	1042	96	10	888	290	680	10	13	10	234	107	152	214	490	62	88	192	25	10	82	70	12	22	626	13	10	10	64	446	226	248	168	11	230	10	394	123	10	10	2
5861	6363	662	2745	209	1739	2289	3018	1342	3802	472	10	180	15	38	10	269	10	262	10	213	16000	124	10	890	41	705	116	91	10	401	17	158	128	10	78	60	220	49	10	280	19	37	188	10	10	108	77	185	696	199	279	396	10	178	140	36	54	10	59	2
4125	4330	1545	12357	107	16000	10	8439	225	1648	565	18	279	10	104	38	144	10	10	108	10	1873	105	10	646	186	1078	17	10	10	735	10	31	23	220	60	235	86	143	10	10	77	76	561	80	150	60	33	93	10	124	248	10	6322	168	167	714	441	10	10	2
4047	6047	956	3396	640	1056	709	2026	1375	1584	487	39	270	84	82	10	246	10	10	87	388	4338	42	10	879	38	489	89	10	10	1568	10	111	20	58	57	736	196	172	10	10	10	24	79	10	113	86	56	247	996	96	56	324	23	164	144	608	144	105	293	2
1256	3097	1952	2023	431	12734	10	11435	1276	1459	346	48	2174	80	506	264	224	10	1263	48	418	478	260	21	934	341	152	10	10	10	305	65	168	10	82	1213	368	10	20	10	10	35	10	90	10	10	73	72	167	980	133	209	10	168	25	273	10	142	10	166	2
1087	2245	817	4017	320	5003	5360	4061	418	886	70	10	1292	10	355	10	213	10	28	70	164	478	201	171	571	226	90	118	10	10	264	77	67	81	360	3447	691	10	10	10	10	92	10	10	395	70	141	10	29	489	369	269	337	10	328	56	74	185	108	10	2
4701	8340	3071	12827	491	11222	8767	4942	1601	1957	71	10	1223	10	95	10	10	10	10	10	10	16000	426	689	1229	10	375	10	59	551	10	10	168	10	216	10	81	1239	356	10	481	156	10	12	10	10	1125	10	2114	2612	195	10	342	405	186	101	57	10	105	10	2
1054	7860	10	9589	10	706	10	2931	1062	2877	10	10	1902	10	1816	10	43	10	417	10	10	16000	797	108	10	10	10	10	10	748	10	1227	1819	10	27	10	10	656	117	10	935	1215	10	10	10	10	709	10	10	937	129	10	1518	855	236	830	118	10	10	10	2
1242	2998	773	7384	555	16000	7761	16000	1729	2655	384	66	514	10	188	398	831	10	19	10	888	971	71	10	2878	104	10	10	10	28	814	91	267	77	530	34	78	44	192	10	739	69	10	17	54	10	34	375	291	321	1071	512	10	56	47	634	10	214	25	10	2
1369	2125	1956	2621	504	16000	457	15720	728	2115	134	10	3138	10	924	126	484	10	112	10	423	9290	177	10	833	177	384	10	122	47	295	160	10	245	60	678	72	401	151	10	174	140	10	75	101	67	167	10	231	64	442	230	40	349	56	10	166	183	10	10	2
775	1727	5257	459	1414	1742	10	1378	601	2157	10	10	3344	10	1243	10	10	10	452	10	1690	708	288	637	330	10	967	10	165	10	10	343	112	10	459	294	174	10	723	10	597	260	10	10	64	10	630	85	743	10	503	28	10	10	353	567	582	174	10	1665	2
6774	3963	2170	16000	755	236	10	741	3067	2988	426	62	10	175	63	381	2824	10	10	10	510	5284	137	93	1584	47	235	10	43	10	524	54	31	35	10	304	108	371	95	10	10	24	157	158	10	10	103	110	205	934	10	10	374	10	253	102	99	10	50	10	2
6243	3878	4462	1903	428	16000	1581	16000	1914	3094	740	10	10	490	537	304	437	10	16	10	68	748	299	10	2827	54	471	10	18	10	271	10	144	10	322	997	185	264	100	10	391	187	10	76	10	74	10	10	10	759	106	110	10	344	34	252	30	247	415	92	2
414	2527	205	681	29	258	183	675	10	632	132	178	135	302	672	241	1140	10	10	59	106	16000	137	10	10	395	10	10	68	10	796	11	272	10	10	193	295	10	72	197	102	74	100	10	10	98	118	127	341	284	2026	421	10	203	197	1030	249	191	40	10	2
3601	4202	4755	110	200	2994	1814	10977	251	1437	371	450	2086	10	10	54	76	10	145	171	96	44	14	48	861	45	240	10	10	10	10	10	191	10	157	168	10	182	13	10	579	10	10	158	57	137	53	28	261	10	237	262	34	10	123	167	95	91	309	253	2
449	4560	137	320	84	187	2299	1050	378	2025	739	122	295	620	415	672	693	10	12	10	10	4727	167	10	230	129	194	51	67	95	340	274	294	253	676	10	616	10	73	10	10	95	11	87	10	98	10	90	10	309	133	159	226	274	10	445	10	75	10	10	2
12756	6426	2242	16000	403	4971	16000	11435	1238	1542	408	325	466	10	138	10	2982	10	10	10	410	3032	781	55	1067	78	1339	10	10	10	1096	10	220	10	103	67	10	10	24	10	391	10	10	240	70	19	301	43	10	1595	14	10	10	12	10	10	393	16	202	10	2
3389	7110	822	3161	242	2015	2822	4549	852	2143	222	71	5967	267	60	104	520	10	65	68	254	1050	193	252	806	10	904	47	10	19	730	29	161	10	143	23	345	333	72	10	935	336	41	27	173	70	458	50	134	1026	10	151	64	10	10	773	51	10	49	74	2
3803	2965	558	3268	470	11174	771	11170	755	2306	254	890	495	10	234	82	384	10	10	10	302	93	103	85	1173	124	216	33	88	10	492	38	140	41	78	1026	627	132	136	162	10	10	10	162	10	51	110	62	10	452	42	47	125	10	10	42	121	10	169	251	2
1747	3184	764	2592	361	1116	2359	3103	1609	1839	290	183	934	10	369	841	470	10	19	81	174	13713	43	76	48	22	280	10	10	10	787	10	152	31	213	320	228	10	116	10	10	79	10	146	10	35	340	138	10	601	802	354	10	48	10	446	79	20	10	16	2
3973	5185	1086	1802	603	15686	85	8452	1220	2831	307	229	356	10	386	10	1145	10	97	35	308	7703	60	10	479	24	412	38	10	10	580	49	100	22	10	404	419	10	165	10	10	66	84	393	10	10	227	23	10	463	298	10	360	183	10	100	317	180	10	10	2
10	145	10	186	10	10	35	10	1712	148	10	504	108	10	85	10	89	10	343	366	95	10	10	439	2021	10	165	32	10	60	42	131	10	1097	1783	61	971	10	79	10	27	37	156	77	10	94	10	10	124	402	10	10	358	84	10	145	10	252	439	350	2
2845	9273	1320	2080	330	3546	1723	7471	899	3071	398	178	9887	10	10	10	826	10	55	10	113	625	323	79	834	10	750	21	10	10	593	14	69	27	220	10	130	126	13	65	1963	211	75	101	10	21	209	10	73	607	21	289	10	10	10	809	36	23	198	69	2
7032	12593	1292	91	409	130	4113	767	1265	2945	179	125	385	10	54	10	33	10	10	115	284	15835	81	10	1047	77	361	68	10	10	964	15	10	449	159	921	119	117	10	10	10	63	157	527	10	10	51	123	10	1124	10	198	10	10	10	2287	216	33	10	10	2
8497	6735	299	10946	315	2554	7774	5533	1442	3727	808	245	389	10	100	10	367	10	10	134	26	16000	60	133	2176	107	104	10	83	20	723	10	47	10	106	73	10	139	133	140	10	97	13	158	10	97	63	29	146	627	74	248	29	10	10	10	2387	73	201	10	2
