1419	10	15351	6540	16000	9155	862	10554	3923	16000	7265	16000	16000	3571	16000	1281	2555	10	4125	3864	4552	384	232	3281	9378	200	394	7000	3409	1947	10	538	2802	577	1590	4199	10556	5771	10	1464	2148	41	1912	1483	3593	204	2130	10	219	4679	164	2620	69	16000	600	10	4167	8289	4869	2997	235	10	38	810	6254	576	27	697	1287	8149	16000	23	2739	7834	1208	4680	10996	1945	821	333	1750	2842	13195	816	562	814	1390	153	475	107	434	2305	10	4327	10	6916	143	10	9352	1894	1792	10	642	255	203	532	3196	1112	9470	10	1
261	10	1514	12135	1373	3198	907	10643	818	13621	1657	7756	16000	1000	8794	325	1523	95	5671	2142	10	214	120	762	11770	185	332	3919	649	1498	10	414	819	4400	1618	1186	904	15980	10	10	970	546	795	938	1541	374	2635	10	2059	2015	41	10	10	990	93	10	95	957	671	1194	303	10	113	59	557	189	39	1736	211	5141	11222	94	676	2914	80	5248	1169	1407	185	10	523	2224	2619	350	383	874	904	10	313	164	210	3684	10	597	428	575	667	10	6202	858	530	11	670	760	552	327	1668	975	941	55	1
415	10	3131	3068	2698	2578	561	10218	639	9771	6484	16000	16000	755	5443	200	963	49	3313	2878	179	248	70	650	8224	304	403	1397	944	69	10	220	2286	777	1220	745	30	15116	10	551	1481	486	386	1581	1562	551	1624	10	1111	2381	63	10	120	290	70	497	11	1242	476	2147	141	58	138	520	8810	76	262	1565	433	3734	9944	260	1675	4930	119	2668	678	1571	10	81	189	652	2603	110	515	356	2574	10	372	310	127	589	64	826	10	2711	595	10	2980	799	100	462	1838	410	608	46	1097	583	1692	83	1
3676	10	11521	10216	14894	6084	658	12640	4683	16000	3066	9936	16000	2008	16000	1129	1251	10	5460	5741	16000	157	91	2939	11741	251	248	10785	2147	7827	1098	292	4525	10	2489	2530	251	16000	10	2610	2565	53	10	116	937	2484	2533	10	839	2093	15	5554	10	4491	382	10	16000	10098	4301	2313	3956	10	74	343	1016	319	10	1372	118	2683	16000	10	848	3212	254	1732	8151	23	1001	10	816	1100	11136	666	288	1490	1538	176	63	216	346	120	10	3176	4162	849	493	10	6690	194	1786	218	10	991	628	620	4621	1409	6100	171	1
1607	10	1516	13441	970	2451	1643	6552	5574	16000	5898	10019	16000	1157	1280	1393	1743	10	3102	5497	10717	266	10	1641	8070	117	459	4014	2292	41	10	108	3901	973	522	10	1000	915	10	167	1220	10	1291	160	1724	2530	1492	10	428	10	10	2501	10	1037	404	10	5706	796	1422	3301	654	10	193	2267	1881	25	10	222	10	10	16000	10	10	3506	424	3623	1867	696	669	159	839	1991	12771	654	341	2109	272	10	10	248	207	10	10	485	1134	276	327	10	1810	10	1651	778	10	10	498	99	849	625	4427	10	1
917	10	1734	15203	1768	2992	1730	1264	6373	16000	3888	8751	16000	879	11528	2123	1209	10	7812	2005	16000	10	43	4000	13499	363	304	1514	5133	2999	270	737	1665	1997	3469	966	824	5079	62	1712	2024	93	1522	75	1132	727	4090	10	1041	3804	25	2514	10	3825	1340	10	823	233	4240	2900	453	10	394	139	10	359	10	986	994	8154	16000	10	3121	9343	132	5241	3895	5468	1511	10	1509	10612	15543	1018	540	2089	2622	10	60	293	441	16	10	4107	720	2166	1544	10	4711	15	3093	636	1066	1083	195	681	2312	1573	5305	34	1
186	10	95	2893	10	2713	1249	14430	266	11312	403	16000	16000	1269	63	278	247	10	1063	896	6612	241	96	829	6844	885	383	461	161	10	27	10	1045	289	564	306	671	1516	10	13	533	10	172	133	258	1385	609	10	120	10	10	843	27	522	167	244	1419	595	39	570	199	103	10	768	10333	90	10	506	428	1979	2071	28	310	184	125	3321	205	524	109	3048	341	265	704	10	10	839	10	199	11	182	101	32	10	10	10	10	10	16	399	152	1477	75	200	273	333	86	444	594	10	10	1
322	10	2154	6553	2128	5150	1764	13600	1553	15278	2590	13049	16000	827	6380	808	281	216	3098	552	1595	81	10	974	9129	23	333	1518	356	52	10	330	1725	76	1099	1230	721	1584	10	121	1259	22	1066	333	2765	1791	2662	10	1070	351	17	1323	10	1358	169	802	435	548	2430	1851	1662	10	52	205	246	109	10	4747	232	7698	8441	380	163	1082	266	2309	2791	1555	225	10	548	1978	3184	145	197	1356	2934	10	86	409	10	103	10	344	983	4110	1186	10	1554	154	1687	1157	937	352	153	223	843	863	1106	10	1
819	10	4297	12979	3667	2125	1009	11235	959	11211	7415	12196	16000	889	8868	700	1715	60	9055	6677	10	105	116	1331	6284	320	286	2200	847	2365	1465	602	1577	8742	1894	2004	2663	16000	71	90	1884	232	633	136	2467	138	4774	10	2884	4452	10	10	70	5219	579	10	110	2483	667	2828	377	10	171	374	1702	458	38	2181	466	6758	16000	195	10	4038	129	4200	3571	4107	337	201	1731	3052	11306	676	772	2024	484	10	98	339	329	2324	10	1791	930	226	872	69	8341	117	1431	1105	1829	585	1325	195	2291	988	5501	10	1
29	10	2666	14472	2204	2220	1366	12716	473	13869	2713	16000	16000	1099	522	449	540	14	2494	1038	16000	94	221	254	8168	484	207	485	812	115	94	551	2182	804	458	1417	123	3934	10	338	1256	378	654	84	576	335	904	10	2067	10	99	486	82	722	318	10	297	4711	36	2776	357	550	63	300	8741	329	14	1122	311	1318	3553	59	10	341	10	276	1316	1702	203	1309	473	1968	2316	179	215	3449	10	93	158	163	295	91	10	1141	10	887	204	10	2169	44	401	10	278	232	629	10	1445	582	1006	97	1
638	10	843	16000	611	1798	558	4914	1428	9256	5304	10836	16000	1472	12149	332	1452	10	5253	2349	16000	93	103	548	14350	241	267	189	571	224	10	474	2592	502	776	3556	171	14	10	572	642	393	602	3552	1397	10	805	10	2208	10	161	1325	61	64	118	232	206	1324	25	1021	322	10	24	10	948	199	125	225	301	8273	5600	10	10	1607	60	2330	5228	1969	396	1796	3207	2690	6603	240	134	308	7122	10	393	345	245	12	10	1499	154	481	673	10	2493	3332	10	278	136	142	111	645	1249	490	509	10	1
1605	10	2389	7423	2578	2705	1448	5999	1501	13545	2949	11809	16000	1509	927	510	1176	10	2433	4319	12522	106	115	2034	1584	534	635	1301	1439	436	72	134	6690	518	599	548	513	2640	10	632	2723	244	432	495	766	2249	2246	10	2592	1229	126	1780	29	2414	690	269	5821	24	1296	1622	730	10	683	3011	1864	212	434	474	106	54	16000	138	2405	2174	310	3516	694	24	473	289	1675	1183	12725	624	332	2169	69	89	139	217	507	169	10	574	10	2178	272	20	1735	10	1375	2605	738	217	438	200	1326	832	3307	10	1
687	10	2920	5329	2441	7600	870	13546	3026	14970	8385	16000	16000	909	15461	616	1344	10	5803	3107	6418	127	151	1303	10364	184	366	361	1327	10	10	573	1577	620	1561	999	1905	3712	10	381	1075	10	1486	190	1834	1942	251	10	1483	2011	36	1169	38	4631	272	10	167	10	2392	2113	933	379	115	835	14192	263	130	993	780	7048	15915	10	437	3949	302	3207	3980	2425	10	673	256	2274	8315	345	145	118	2353	10	10	137	454	514	20	742	51	5525	279	10	3318	76	1156	72	673	903	233	238	567	370	8539	167	1
965	10	4017	3981	5129	4509	717	3844	1153	7426	4587	8865	15161	272	10812	672	1689	20	2002	1004	3104	10	10	464	12024	66	126	277	46	10	10	87	222	140	759	654	1035	12846	52	316	1299	106	799	76	4974	662	594	10	670	1020	23	436	10	5191	142	73	113	10	1302	455	249	14	17	39	1382	94	10	1577	490	4225	1300	52	859	1139	258	2479	336	1667	10	305	408	356	3480	98	167	157	918	43	14	107	10	126	10	148	326	5191	268	34	1102	43	1683	183	967	275	10	69	1599	1249	1261	10	1
10	757	126	7812	93	1032	976	5394	1664	1091	5932	10666	16000	274	5237	1329	261	1395	1648	404	4258	2745	45	22	11435	2888	387	271	406	1148	113	512	1135	10	1059	138	3004	4653	648	10	1094	128	635	7302	610	10	2360	10	26	344	10	10	342	566	360	2279	28	10	12	3259	97	114	328	4659	1772	114	756	1487	906	6497	3337	439	10	770	573	1083	2405	426	807	2371	10	4370	2909	1052	94	24	76	10	145	334	10	6206	10	1102	10	64	653	17	1699	1478	1666	938	544	129	310	100	1263	576	10	76	2
10	613	28	400	10	87	595	247	410	35	3815	1130	138	156	308	239	239	572	1152	558	10	136	73	87	312	808	1763	138	72	1304	1077	1707	190	44	384	18	1468	615	10	10	1046	10	10	1691	302	88	1075	58	72	10	444	10	687	292	186	92	10	10	33	927	246	10	459	222	10	114	77	557	363	5802	10	209	10	422	441	10	1879	468	169	1081	602	1018	243	343	91	10	37	94	848	166	10	1703	99	212	10	10	126	119	797	398	687	1419	432	100	243	117	49	531	1007	109	2
10	1815	354	6646	209	1065	1135	6589	2523	4700	6063	14044	16000	697	16000	689	270	1498	2406	234	447	4813	68	67	4670	2078	355	542	578	3415	1593	1272	707	10	417	27	3985	1352	5157	10	713	169	165	1942	704	20	3650	485	10	10	67	10	469	1089	627	693	71	10	133	3221	10	109	284	3753	3522	98	1387	232	667	8813	9572	284	99	1817	548	1604	3183	250	877	2097	10	4630	4176	1073	446	175	10	10	257	413	10	16000	58	1824	10	26	512	10	2195	363	902	1046	458	10	647	218	91	368	10	173	2
10	833	160	2007	10	636	722	3287	866	5429	3522	15492	16000	709	6364	218	87	1186	2275	10	76	898	171	72	10	6463	549	247	502	177	10	272	796	10	90	47	341	533	3043	10	845	10	10	1303	210	98	794	1351	10	10	24	10	10	818	52	807	10	10	245	1915	10	10	164	3672	3324	69	1397	507	162	4610	6499	312	275	533	361	5801	1753	442	505	1288	10	1567	3991	302	170	10	732	10	152	452	10	2527	168	153	10	138	236	10	736	59	530	2505	375	10	701	10	276	490	1187	90	2
10	12947	10	1112	10	520	423	1195	224	2528	430	7600	655	2606	14719	209	537	1223	112	10	332	16000	187	10	108	3789	2567	1279	205	3678	883	71	3093	10	744	70	396	10036	3038	42	104	69	680	16000	10	80	4116	1329	10	10	270	10	51	141	353	2702	23	10	10	714	10	10	104	316	10	134	2365	598	2483	8987	7150	1261	57	747	499	3304	1521	176	828	10	10	338	4683	418	10	33	19	10	1002	383	10	9385	10	5006	10	10	1502	27	448	5676	839	2590	201	176	132	235	115	178	153	144	2
10	393	383	4594	189	885	1147	4168	1823	2431	3838	7146	16000	248	7049	1304	97	500	1498	550	875	3439	11	57	7103	1316	714	165	297	1260	395	1523	839	10	771	10	1945	2330	2559	10	834	11	445	2002	517	10	1755	533	10	10	10	110	259	398	405	942	10	10	10	1611	10	10	526	2809	572	137	571	733	1033	3529	4553	326	10	214	281	1082	2242	250	211	2496	10	3136	2932	1145	10	10	10	23	58	175	10	5723	10	318	10	10	370	10	413	696	1218	147	293	115	474	83	1233	423	10	104	2
10	1171	10	5405	10	265	357	2472	1844	4238	4485	6746	16000	213	16000	570	169	404	2726	306	151	2574	283	10	1346	522	1183	262	369	1643	872	2361	612	10	497	54	2938	267	2353	10	732	334	10	2381	1299	32	1113	281	218	216	10	10	347	546	170	10	10	10	15	2724	10	198	120	935	1323	201	796	534	357	3543	5444	86	257	1860	259	1840	2558	658	924	519	10	2150	3461	712	117	147	10	10	1340	374	10	14125	129	678	10	10	273	10	2848	4819	491	294	536	115	528	177	326	280	4862	53	2
45	1448	187	1738	15	600	1405	2904	1017	2063	3723	10618	15347	553	10702	943	61	1737	1914	403	679	2880	134	10	507	2680	788	489	121	1554	501	1612	2451	10	1166	88	652	618	48	10	788	245	57	4341	1097	239	2506	10	93	29	75	10	10	431	229	1880	62	239	10	1529	175	10	189	2031	592	10	143	485	657	9262	662	748	10	308	282	137	2478	69	428	100	31	1669	4522	504	151	10	202	10	663	566	27	13169	10	970	20	40	473	10	379	610	493	3255	393	267	282	133	113	605	10	26	2
10	728	44	2021	65	580	788	2134	671	1419	825	10197	11140	112	8457	236	57	1168	1622	34	1958	1544	10	36	794	1206	489	394	10	1337	201	810	2253	10	261	197	270	870	297	10	648	10	76	1310	98	30	2269	10	38	10	95	24	159	102	274	402	74	10	78	613	127	10	104	1489	10	61	10	762	950	8060	839	458	97	794	193	498	2118	36	414	10	10	194	4745	250	44	53	10	136	306	193	46	3219	23	1696	10	10	289	10	477	60	196	2086	235	67	18	10	318	755	10	255	2
10	1885	115	347	10	223	891	1135	1928	2359	7507	7708	6890	135	16000	1383	233	3179	1307	688	10	16000	423	10	10	3518	4727	4581	2044	2517	2488	7291	1778	10	474	10	1269	335	10041	10	2580	656	45	14058	50	105	408	693	623	721	145	10	8264	482	458	6979	163	10	151	2174	300	10	534	343	751	108	5186	408	847	9458	9290	1743	153	1391	668	453	2638	539	1980	10	76	4049	2786	899	231	68	10	10	3648	390	10	5757	1428	3427	10	335	675	134	1436	4746	18	4643	1067	11	408	10	192	1600	10	756	2
10	337	24	1085	10	423	10	3306	1134	1243	1842	6462	15737	315	14484	465	249	2770	209	21	1630	3644	80	100	10	2484	448	282	316	616	909	638	70	14	77	125	2918	198	2854	10	410	10	10	3851	825	10	1009	387	10	10	20	10	10	128	111	1332	53	10	93	661	171	35	204	303	971	22	251	419	213	129	3051	549	10	1073	132	10	10	10	134	293	105	727	368	10	44	18	10	114	2319	80	10	2384	171	426	10	10	812	85	115	1358	2115	1353	285	10	18	33	86	422	208	103	2
10	1486	192	3942	10	1141	1787	4861	2070	9389	4614	11278	16000	756	6874	1169	646	684	2837	837	175	4250	259	125	325	2453	1467	1452	1020	4712	1032	885	2271	10	422	55	1869	1050	2763	10	2234	10	136	999	174	117	5547	349	64	10	10	10	128	1139	622	703	52	10	1376	2643	584	10	401	1171	1908	148	70	1015	635	4602	16000	202	10	2649	644	2484	2406	10	708	10	245	2625	8382	714	669	1140	10	10	245	464	10	12191	10	1966	10	10	318	10	2192	148	2042	1595	382	111	485	146	70	735	3035	10	2
42	1046	52	5267	10	1587	1526	8701	1791	2304	5975	16000	16000	355	6621	708	320	1419	2212	121	3727	11239	79	103	2662	4095	2606	481	846	957	395	1283	2605	10	852	10	1215	904	10	10	1187	240	80	5789	361	35	1284	10	82	10	11	10	201	522	218	2040	10	10	10	4591	194	68	415	4684	2392	61	810	573	755	6158	3586	582	10	1914	525	701	2606	2020	1036	1377	10	2197	2313	800	250	10	152	23	456	178	10	3891	353	322	10	10	485	10	1412	10511	764	2839	359	246	250	179	714	380	10	352	2
10	1661	99	1962	10	2171	953	1695	1450	11771	41	13060	12604	1739	9897	687	501	687	2457	187	2153	9918	62	233	156	498	867	5415	1084	2637	239	1181	7047	45	1136	35	628	1334	4668	10	1459	185	229	4781	10	150	1928	1161	278	10	104	10	10	1197	320	775	127	10	1615	1232	276	10	25	82	10	121	1622	222	1530	8812	9550	736	10	1410	292	4387	2395	10	1150	10	90	4042	4944	556	205	1209	253	10	1184	98	10	7983	62	1445	10	438	520	10	825	394	215	2340	214	16	228	166	10	689	52	307	2
10	986	200	288	10	299	573	9194	521	4466	1562	16000	4758	1629	12095	129	570	1215	773	224	2794	5428	156	137	10	2725	647	1544	189	1503	1051	279	1019	10	10	35	2126	345	2853	10	315	30	117	4331	129	10	727	2343	10	10	10	10	287	200	10	302	66	10	144	712	10	46	33	1400	11767	10	943	150	273	5395	5720	417	10	682	256	10	10	10	387	1127	10	644	519	217	77	268	10	305	1049	106	10	560	104	1260	10	56	785	10	158	1078	180	1424	33	10	332	142	120	59	10	173	2
10	1562	101	3371	10	631	1025	4536	1718	544	4029	16000	1228	10	16000	555	222	1482	1882	400	522	5516	200	136	1943	4507	560	118	391	1507	889	1365	2226	10	716	10	1695	1773	1276	10	978	10	10	6170	10	120	1563	10	10	10	10	10	316	305	336	1189	125	10	40	2736	10	37	51	2144	4476	61	159	199	662	9447	4214	256	10	1389	553	186	3291	10	636	1208	10	3583	2464	846	179	127	10	334	802	23	51	16000	52	958	10	10	101	10	2019	938	1889	1502	245	180	641	10	88	386	10	402	2
10	653	20	10	10	28	624	10	600	53	4998	927	750	10	8124	336	14	1829	526	221	10	5025	1733	10	10	115	16000	180	114	10	1788	2338	496	10	1472	10	10	85	2620	10	1199	246	10	13776	10	217	993	225	200	10	84	10	951	1089	655	1747	85	10	88	3088	110	325	13	10	10	16	4095	33	13	70	74	2708	10	111	53	10	10	559	152	2614	10	613	213	122	278	13	10	192	5237	473	10	63	1073	499	10	10	677	779	10	4551	1121	10237	835	581	53	10	30	46	10	840	2
10	2406	53	2425	10	603	973	6145	3602	7816	6482	16000	15283	1716	16000	706	257	1775	2608	10	1443	6646	185	20	10	2749	525	7985	5904	3033	1109	1484	2221	50	605	124	4034	8290	11389	10	1198	10	551	1032	270	74	2629	4823	73	10	114	10	1158	1288	516	1570	14	10	651	3989	219	10	116	1053	6888	97	2326	1389	1899	8481	16000	10	10	1861	701	1997	7080	276	1514	10	566	7192	9937	1404	779	313	1274	10	257	63	22	16000	36	6143	10	342	254	148	2129	455	472	3013	428	193	879	1016	10	780	1526	212	2
108	707	125	5065	69	1033	841	2568	717	5638	6869	8713	15562	504	16000	642	193	792	4509	1657	819	4793	212	10	1606	1178	1542	789	174	1522	2996	1581	1542	942	858	211	865	5278	7553	10	1700	305	10	5511	1014	692	746	2266	870	10	67	10	258	348	238	2011	98	10	10	3621	10	53	369	857	880	134	993	229	432	4682	1240	1520	10	1001	248	212	10	686	596	146	108	2635	2942	455	110	62	110	10	808	500	10	1594	1164	674	10	2441	263	10	348	398	429	8946	790	159	648	10	559	706	10	308	2
10	3332	44	6179	10	2194	3130	6713	3457	2028	6255	12421	1458	901	16000	835	526	2792	2143	401	10	14414	142	10	6869	1304	791	538	470	4097	3735	4186	2641	10	1183	51	4370	642	13520	10	1171	10	1327	6302	163	51	2881	5861	10	10	67	10	458	857	631	3493	134	10	32	4996	15	10	407	1446	2224	224	904	230	763	10317	5757	641	10	2115	1779	2374	3571	806	1745	10	10	9112	7930	1970	419	192	62	10	509	133	10	16000	93	1234	10	10	1094	78	2048	841	825	1967	196	350	842	943	10	968	10	182	2
10	10	352	10	371	13	10	10	262	23	90	513	530	131	658	109	279	402	415	165	159	2043	1073	364	37	27	11735	18	108	10	10	70	244	10	248	1730	10	131	391	10	29	1768	10	15347	10	95	10	10	40	10	6954	10	504	10	10	10	241	10	21	615	430	146	10	52	10	10	1055	39	154	139	231	47	10	274	17	349	10	572	94	6581	10	10	840	152	34	10	10	1057	1221	36	10	10	10	148	10	10	12	451	285	577	10	10	18	36	120	10	1663	10	10	10	3
10	126	53	262	10	194	167	10	10	596	527	515	274	67	165	20	187	570	10	376	10	830	1796	30	10	75	15990	114	10	10	443	12	43	40	49	92	10	230	2164	10	10	1477	10	16000	794	339	20	775	166	10	1052	10	79	10	51	613	143	10	52	161	76	139	10	10	10	10	236	278	10	3763	116	662	10	272	10	168	10	28	41	1046	10	10	36	10	37	10	10	175	4465	164	10	1822	130	10	10	10	83	458	10	16000	10	3436	71	10	10	10	113	10	10	1994	3
10	10	110	101	21	205	90	10	10	3244	836	1978	852	121	86	10	70	2093	512	258	10	419	1521	22	10	4171	880	459	15	10	121	241	261	10	141	10	10	186	1684	180	412	939	10	4099	539	598	10	499	1698	10	134	10	236	314	92	380	136	10	156	10	187	385	10	10	10	10	1338	300	284	2666	1217	676	10	95	63	262	10	10	359	4742	79	212	968	10	10	28	10	652	2592	10	10	3923	109	222	10	772	188	766	150	16000	10	782	10	29	10	10	205	497	50	867	3
10	10	202	10	10	10	10	10	10	119	24	10	10	10	100	10	26	134	66	10	10	329	2304	90	10	10	14407	212	10	112	10	21	61	10	121	83	10	301	10	10	36	1204	10	12171	368	97	247	10	10	10	353	10	99	459	10	229	10	10	171	10	10	269	10	10	10	39	193	59	10	10	461	313	10	468	49	102	10	10	120	4691	10	84	64	10	10	10	10	885	4752	13	10	10	10	10	10	10	10	158	10	821	158	1667	10	10	25	10	2125	10	10	325	3
10	70	317	10	121	183	322	10	38	10	10	2363	229	10	45	10	10	39	750	10	106	362	585	10	10	446	2246	41	10	10	10	10	76	10	314	10	10	208	10	157	58	835	10	5794	10	468	246	51	323	10	1585	10	88	100	10	172	10	10	153	10	160	229	10	38	10	10	421	10	10	10	2855	64	10	10	32	411	10	573	160	3673	10	70	430	27	10	10	10	141	10	22	75	1253	74	10	10	1228	10	216	414	76	208	10	10	10	206	10	626	207	10	214	3
10	145	547	162	151	10	10	10	10	10	141	482	478	102	330	10	39	1034	314	10	10	295	38	78	10	144	1066	72	10	10	10	10	106	222	308	10	10	409	354	767	10	1492	10	3605	375	437	47	60	10	10	3801	10	245	10	10	484	10	10	22	10	663	790	10	10	10	104	157	135	10	26	237	10	689	187	124	10	390	837	245	6129	373	10	2148	169	10	39	10	184	46	10	10	690	713	10	10	10	10	540	614	278	10	10	10	90	10	10	1552	15	261	159	3
10	10	46	84	10	123	354	10	65	54	142	764	21	10	127	83	115	2603	82	180	10	4563	1883	10	10	10	16000	89	10	29	258	606	65	10	280	193	30	152	5268	10	10	2070	10	16000	108	164	858	1356	10	10	10	10	10	10	10	1267	82	10	10	489	115	211	55	231	10	10	369	95	10	10	180	711	291	10	10	10	10	606	10	4333	10	159	39	119	10	100	10	124	7316	41	10	50	177	10	10	10	129	786	10	2228	460	1724	10	10	127	10	123	53	10	1226	3
10	10	10	10	10	31	10	10	436	14	14	199	330	10	10	722	24	2975	10	68	38	3122	5199	150	153	39	16000	301	74	10	11	2188	297	10	161	83	10	115	5875	10	38	1900	10	16000	323	81	2020	584	115	10	101	10	66	474	37	2726	64	10	59	356	10	184	61	10	10	83	1196	157	10	144	130	2394	13	234	36	10	404	10	10	10	10	10	10	88	119	136	10	1142	13271	39	10	104	24	319	10	10	2005	237	10	2840	719	3036	10	10	34	71	11	10	10	10302	3
10	469	487	124	272	76	10	10	36	23	218	1358	575	10	118	93	137	365	306	194	10	516	1458	342	10	163	16000	49	55	10	10	10	10	10	86	1349	10	349	3285	105	86	1547	10	16000	10	137	598	2170	63	10	3673	10	194	79	48	65	88	10	35	72	168	128	10	10	10	10	309	10	10	504	10	10	10	52	178	10	10	46	30	10005	10	662	15	10	23	10	10	735	2289	10	10	518	212	145	10	10	103	779	305	6115	311	10	10	38	10	10	138	10	705	192	3
