31.39	10	79.12	45.72	63.73	80.43	53.78	62.42	102.34	37.67	57.33	114.54	10	448.09	23.93	10	86.47	29.26	246.61	25.11	2
199.2	91.81	121.36	396.16	160.08	70	80.9	75.81	66.13	62.46	46.77	158.34	89.97	899.32	148.97	55.23	19.67	185.65	101.79	237.72	2
71.19	10	77.67	118.68	102.88	10	60.45	20.25	28.86	55.49	10	152.7	42.02	554.6	20.96	40.5	59.84	41.92	50.73	83.13	2
73.82	10	125.61	92.88	57.83	121.99	43.33	22.13	103.2	111.11	133.05	182.51	10.6	606.4	14.5	47.7	66.76	38.59	63.88	80.43	2
46.09	11.58	49.68	104.15	93.85	55.03	30.27	39.14	95.85	69.81	50.48	65.57	19.57	488.01	21.17	25.64	82.99	58.23	32.51	68.05	2
10	10	15.8	15.6	15.9	55.2	10	10	10	25	12.9	25.1	29.1	95	10	10	44.1	10	28.7	17.7	3
41.56	61.86	64.96	111.79	96.94	150.66	48.4	46.03	76.82	70.12	26.24	116.09	37.08	390.9	98.51	27.44	56.66	64.05	23.76	126.75	3
54.9	42.48	51.51	154.85	138.65	86.5	56.75	45.14	94.96	21.77	37.4	75.86	36.52	148.08	68.04	23.78	48.53	51.43	10	50.3	3
21.1	38.4	85.17	146.08	83.16	203.95	68.15	40.08	74.73	55.37	74.35	63.41	35.9	297.38	52.48	37.58	81.25	54.44	10	58.96	3
68.62	31.4	101.42	159.79	37.71	100.35	43.62	42.47	104.12	35.75	161.11	157.01	49.85	648.85	41.65	100.52	19.1	182.5	10	116.91	3
23.83	58.72	37.33	127.18	107.41	128.51	41.76	32.02	67.06	21.84	47.51	150.35	25.38	154.11	84.03	15.79	64.03	47.51	28.26	47.14	3
10	10	14.94	20.31	10.66	19.29	11.95	10.19	44.69	16.16	15.96	10	25.67	119.8	10	10	79.12	10	175.63	10	3
38.19	69.69	99.4	114.14	70.97	56.09	53.66	36.22	70.92	68.18	32.51	158.28	20.56	390.23	88.5	34.98	89.37	65.34	31	131.22	3
39.75	40.76	65.56	96.27	68.13	121.32	47.98	21.48	62.73	42.64	19.84	134.63	20.79	243.77	65.25	31.15	74.29	73.41	25.43	82.7	3
62.03	40.16	71.25	134.34	83.23	112.41	47.34	50.08	67.09	65.96	46.97	88.42	38.8	337.15	70.2	29.57	59.68	64.57	32.32	99.84	3
62.58	41.88	80.92	127.92	74.22	132.34	55.62	48.27	80.88	36.28	15.84	95.84	47.83	316.46	52.74	29.45	48.58	110.29	36.11	87.35	3
32.95	41.27	39.5	171.96	93.53	165.75	48.59	38.39	58.41	58.36	35.11	89.14	20.8	362.9	56.42	24.63	22.02	95.63	95.47	166.19	3
27.56	28.43	68.61	152.39	123.32	165.93	46.28	42.27	67.44	58.61	26.4	61.11	44.54	301.69	47.33	49.65	37.56	65.29	41.75	113.03	3
47.59	32.19	53.04	96.99	119.85	94.4	49.48	58.73	78.77	52.38	27.2	133.9	33.93	300.41	29.71	15.75	78.34	65.31	25.69	51.53	3
38.14	10.71	55.59	76.63	69.55	44.92	42.04	31.89	62.66	39.42	15.12	116.75	29.09	355.13	22.24	22.68	66.97	40.09	51.47	47.02	4
22.76	10	72.99	159.25	124.63	116.12	45.74	34.17	50.85	68.5	17.93	174.58	34.45	423.56	16.29	13.45	32.01	88.25	48.18	74.18	4
44.18	10	57.43	51.06	42.07	27.8	15.64	12.29	50.09	36.79	14.91	129.13	18.07	243.9	12.98	16.79	60.23	29.59	78.08	27.29	4
30.32	10	53.2	10	56.18	14.76	10	10	13.16	10	11.79	49.43	10	182.84	18.54	10	64.19	10	102.29	15.33	4
17.85	21.03	59.4	94.71	106.69	10	33.21	11.54	10	22.43	12.43	157.04	10	260.67	49.14	14.85	16.51	47.8	77.44	46.46	4
41.5	38.48	69.75	98.39	143.47	36.38	42.01	10.06	28.76	31.78	10.91	168.2	31.89	362.82	76.91	29.27	28.08	27.34	42.69	90.72	4
48.62	10	54.59	62.25	59.43	14.54	25.99	10	13.47	23.11	10	78.12	18.69	267.97	10	10	56.18	35.41	126.74	24.5	4
26.03	10	56.69	66.84	40.46	25.58	29.45	22.62	21.31	63.07	21.46	67.09	27.29	394.6	10	22.11	26.99	30.86	39.35	53.62	4
62.98	34.06	52.11	95.91	93.65	48.58	31.45	18.79	73.46	60.07	14.96	126.48	34.41	277.11	34.32	30.1	68.11	41.54	45.98	38.06	4
10	10	49.37	28.13	25.06	12.7	11.7	10	30.12	10	10	10	33.19	72.36	10	10	10	10	78.5	11.45	4
11.68	10	18.88	47.92	52.61	72.37	18.01	10.37	23.25	23.14	16.81	82.41	41.37	149.64	10	10	78.59	42.13	142.99	17.36	4
39.88	17.44	45.08	44	53.94	23.05	33.53	13.32	47.99	18.66	15.61	175.4	10	94.22	34.41	12.1	69.96	25.15	176.55	42.45	4
16.2	10.27	20.01	41.83	70.53	22.77	14.4	10	28.8	10	10	26.16	11.33	91.7	20.65	10	10	24.57	77.83	23.19	4
56.03	29.46	82.61	88.49	86.1	50.15	50.54	20.4	65.84	46.33	17.37	105.68	25.29	275.85	48.05	28.07	83.46	30.64	52.57	67.73	4
23.93	10	60.05	89.41	39.2	30.34	15.66	12.92	47.03	31.17	28.34	79.23	18.11	351.72	10	18.45	71.16	39.59	35.68	37.88	4
