246	65	51	567	342	97	14306	86	903	478	3362	1172	698	3574	146	3606	1541	223	469	1235	467	408	10	12	82	4380	107	18	10	518	30	243	10	10	949	61	10	418	23	34	43	52	46	1809	7970	335	1808	90	652	10	635	3471	10	628	10	66	10	200	10	10	80	501	483	10	5876	10	15	29	25	3
340	35	10	661	10	75	5746	10	10	631	3785	3891	10	2993	842	11898	521	596	581	245	200	10	10	10	95	6909	381	10	10	320	10	185	10	140	416	140	40	456	10	10	10	50	100	65	4938	10	260	25	1308	10	456	1845	561	245	10	10	10	10	10	10	10	310	110	10	10	10	10	10	10	3
10	2471	1444	321	2507	1238	2501	2337	1038	10	10	10	182	10	358	2015	10	10	7066	837	42	97	509	558	139	18	10	10	4844	2574	248	5020	400	740	10	4984	3624	60	10	309	115	16000	789	625	10	764	36	1299	10	10	4808	339	10	139	758	1548	558	10	10	10	6289	16000	10	856	16000	9459	1341	10	1378	4
10	2090	56	10	4646	988	96	586	10	10	10	10	10	10	10	5458	10	10	1631	699	10	10	916	10	2540	257	64	10	586	10	522	4477	819	602	10	5393	64	10	10	10	466	16000	1881	10	10	10	10	192	10	10	7596	10	10	10	10	3384	1053	10	2033	10	3127	14935	10	739	15964	16000	289	10	530	4
10	2003	1202	10	7607	2519	637	2196	10	10	10	10	10	10	10	8098	160	86	7341	169	10	10	471	10	378	185	10	153	5238	10	10	2930	570	609	10	5324	971	10	10	487	250	16000	125	1558	102	378	10	1247	10	10	7620	10	10	10	10	4222	70	10	634	679	7277	16000	160	1558	13201	4395	1484	144	730	4
10	2552	1372	10	6289	1694	4355	2013	10	10	10	10	10	456	10	9058	10	10	4992	10	10	10	988	10	10	10	10	10	2532	10	164	2341	259	653	10	6746	824	10	10	325	216	16000	39	1836	10	39	10	647	10	10	7225	10	1057	10	449	3944	344	10	1438	131	6214	16000	10	1346	9199	840	1244	10	1165	4
179	824	10	107	10	134	2755	10	241	10	10	10	170	10	10	10	10	10	385	739	10	10	58	53	237	542	129	10	10	10	10	416	10	10	10	89	434	10	10	309	10	10	568	116	10	403	546	10	192	10	31	10	10	10	10	94	116	10	10	10	443	188	22	385	11504	10	10	17	10	5
10	266	20	10	349	53	15762	10	10	33	1298	696	175	413	95	1583	10	10	45	260	10	10	39	173	10	1066	153	186	16	10	93	16	10	39	10	37	117	459	10	343	10	198	394	35	10	64	872	101	1201	72	351	1544	134	10	181	109	10	10	10	41	334	210	55	10	1019	68	16	10	78	5
86	4923	10	10	230	4846	10	48	4000	10	10	10	10	461	10	10	10	10	2567	10	10	211	259	10	451	702	10	10	288	10	644	471	10	10	10	10	10	10	153	538	538	240	836	461	10	2067	10	3615	721	173	67	10	663	375	10	10	10	10	1548	10	1807	1500	221	10	5212	10	57	394	865	5
10	163	65	10	1117	351	4040	10	10	351	70	10	10	119	51	16000	10	10	3650	10	1247	10	226	10	79	6252	10	147	10	10	62	708	10	54	10	10	10	405	10	362	19	144	98	73	1741	2106	885	534	43	24	1245	2076	10	294	10	163	452	10	10	10	10	607	106	163	16000	286	10	621	1206	5
10	361	84	10	10	213	1803	168	386	10	1763	10	10	252	10	713	10	10	302	10	123	10	128	10	1055	812	10	10	94	10	10	39	10	29	54	10	178	10	10	421	10	14	450	64	287	54	787	10	10	10	10	777	901	143	84	10	39	440	10	10	10	69	10	64	4507	10	10	10	237	5
10	3099	9280	10	37	858	10	131	10	10	10	10	111	10	10	12	10	10	354	10	10	10	10	10	86	10	10	57	3037	10	114	24	34	49	253	2019	7905	10	10	535	10	1994	873	34	12	119	10	54	267	10	10	10	10	10	10	153	10	10	10	285	89	414	10	1525	8227	10	109	101	258	5
10	811	10	10	1668	2952	1447	58	758	10	10	10	10	10	10	10	10	10	974	443	10	10	151	233	548	10	10	583	2970	10	198	250	10	10	10	1458	175	10	10	1056	169	9587	490	10	11	280	10	210	478	303	1680	10	519	105	10	513	10	10	478	128	525	7994	157	10	16000	3349	355	11	46	5
10	4983	294	160	1419	4024	10	268	2748	10	10	10	10	10	10	2299	10	10	1509	10	10	10	10	2214	314	1646	37	632	10	10	343	842	160	163	10	90	10	10	10	713	34	177	2756	1014	10	326	10	950	853	10	620	340	434	885	10	495	107	10	1445	40	157	390	10	69	687	1492	1174	201	1086	5
